index,time,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14
20008,2020-06-23,0,3,3,0,0,0,1,0,0,1,0,3,1,3
20007,2020-01-20,3,3,0,0,1,1,1,0,3,0,1,3,0,3
20006,2020-01-19,1,1,3,0,1,3,0,0,0,0,3,3,0,3
20005,2020-01-13,3,3,0,3,1,0,0,0,3,1,3,3,0,3
20004,2020-01-11,3,0,3,3,0,3,1,0,3,0,1,1,3,0
20003,2020-01-06,0,0,3,0,1,3,0,3,0,0,3,0,1,1
20002,2020-01-05,3,0,3,0,1,3,1,3,3,3,1,0,3,1
20001,2020-01-02,1,0,0,3,3,3,1,3,0,0,0,3,0,1
19181,2019-12-30,0,1,3,1,0,0,3,3,0,0,0,1,0,3
19180,2019-12-27,3,0,3,3,1,3,0,1,3,1,0,3,1,1
19179,2019-12-23,3,0,3,3,1,0,3,1,0,0,0,0,1,3
19178,2019-12-22,0,0,0,3,0,3,3,0,3,1,3,1,3,3
19177,2019-12-21,3,3,0,0,3,1,3,0,1,3,3,1,3,0
19176,2019-12-16,1,0,0,3,3,1,3,3,3,1,1,0,1,0
19175,2019-12-15,3,0,1,3,0,3,0,3,3,1,0,3,0,0
19174,2019-12-14,0,3,3,1,3,3,3,3,1,3,3,3,3,0
19173,2019-12-13,3,0,3,3,1,3,1,3,0,3,1,3,3,3
19172,2019-12-12,0,3,0,1,3,0,3,0,0,3,3,0,0,3
19171,2019-12-09,0,3,0,1,3,0,3,0,1,0,0,1,3,1
19170,2019-12-08,0,3,1,0,3,3,3,3,3,3,3,1,3,3
19169,2019-12-07,1,1,0,1,1,3,0,0,3,1,0,0,1,3
19168,2019-12-07,3,3,3,3,3,3,0,0,3,1,0,0,*,3
19167,2019-12-04,3,0,0,3,3,0,1,0,3,1,1,0,0,3
19166,2019-12-02,1,1,3,1,3,0,3,0,3,0,0,0,3,0
19165,2019-12-01,0,0,3,3,3,1,0,0,1,0,0,0,3,3
19164,2019-11-30,3,3,3,1,3,1,3,3,1,3,0,0,3,0
19163,2019-11-29,1,1,1,1,0,1,3,0,3,0,3,3,3,0
19162,2019-11-28,0,1,0,3,3,1,3,1,0,1,3,0,1,0
19161,2019-11-25,1,3,0,3,3,0,3,1,0,0,0,0,3,1
19160,2019-11-24,0,1,0,0,0,0,3,3,1,0,0,0,3,1
19159,2019-11-23,3,1,1,3,1,0,3,1,0,0,0,3,0,0
19158,2019-11-20,3,1,3,1,3,3,3,3,3,3,3,0,3,3
19157,2019-11-19,0,1,3,0,0,0,0,0,0,3,3,3,3,1
19156,2019-11-17,0,0,3,0,0,3,1,3,0,3,1,3,3,1
19155,2019-11-15,3,0,3,0,3,1,3,1,3,3,3,3,1,3
19154,2019-11-11,3,3,3,0,3,3,1,1,3,3,3,1,0,0
19153,2019-11-10,3,3,0,1,3,0,1,0,0,3,1,3,0,3
19152,2019-11-09,1,1,3,3,1,0,0,0,3,3,3,0,3,3
19151,2019-11-08,0,3,0,1,3,0,0,3,3,3,0,3,3,3
19150,2019-11-07,1,3,1,3,3,1,3,3,0,3,3,0,1,3
19149,2019-11-04,0,1,3,0,0,3,1,1,0,3,0,0,0,3
19148,2019-11-03,1,0,3,3,3,0,0,0,3,3,3,1,3,1
19147,2019-11-02,3,3,3,3,3,0,1,1,1,3,3,1,1,3
19146,2019-11-01,1,3,3,3,1,0,0,3,3,1,3,0,3,3
19145,2019-10-28,1,1,3,0,3,1,1,3,0,3,0,3,1,3
19144,2019-10-27,3,1,1,0,3,1,0,3,3,1,1,3,3,3
19143,2019-10-26,0,3,3,3,0,3,0,1,0,0,3,0,1,3
19142,2019-10-25,1,1,3,0,0,3,0,0,0,3,3,0,3,3
19141,2019-10-24,3,0,0,0,3,3,3,3,0,0,3,0,3,1
19140,2019-10-21,1,3,3,3,1,3,3,1,1,3,0,0,3,3
19139,2019-10-20,1,3,3,3,1,1,0,3,1,3,1,1,3,3
19138,2019-10-19,3,3,3,1,1,0,3,1,0,1,1,1,1,3
19137,2019-10-16,0,0,3,1,3,0,0,1,1,3,3,3,0,3
19136,2019-10-14,3,3,0,1,3,1,0,0,3,0,0,1,0,0
19135,2019-10-12,1,3,3,1,3,0,3,3,3,1,3,3,0,3
19134,2019-10-08,3,0,1,1,1,0,1,0,3,1,0,3,3,3
19133,2019-10-08,1,0,0,3,0,3,1,0,3,3,3,0,0,0
19132,2019-09-30,3,0,0,0,1,3,3,0,3,3,1,3,0,1
19131,2019-09-29,1,1,3,3,3,3,0,0,0,0,0,0,1,1
19130,2019-09-28,0,3,3,0,1,1,0,3,0,0,3,0,1,1
19129,2019-09-27,3,0,3,3,0,1,3,0,1,1,1,0,3,3
19128,2019-09-23,3,3,0,1,3,1,0,3,3,0,1,0,3,0
19127,2019-09-22,3,0,3,1,3,3,3,1,0,0,3,1,1,3
19126,2019-09-21,0,3,3,0,3,1,0,3,1,0,0,1,1,3
19125,2019-09-20,0,3,3,3,3,1,0,3,3,1,3,0,1,3
19124,2019-09-19,1,1,3,1,0,0,3,1,1,3,3,0,1,0
19123,2019-09-16,3,1,0,0,3,0,3,0,0,0,1,1,1,0
19122,2019-09-15,1,3,0,3,0,3,0,0,3,3,3,1,3,3
19121,2019-09-14,1,3,3,1,3,1,1,1,0,1,3,1,3,0
19120,2019-09-11,1,3,0,0,1,0,0,3,0,0,0,3,3,0
19119,2019-09-10,3,1,3,3,1,0,1,1,0,0,0,1,3,0
19118,2019-09-08,0,0,3,3,3,1,0,0,3,0,3,0,3,3
19117,2019-09-06,1,0,1,3,0,3,0,0,0,3,0,3,3,1
19116,2019-09-02,1,3,3,1,0,0,3,0,0,3,3,3,0,1
19115,2019-09-01,1,3,3,3,1,3,0,1,3,3,0,1,3,1
19114,2019-08-31,0,1,3,3,1,3,0,3,1,0,3,0,0,3
19113,2019-08-30,3,3,0,0,3,0,1,1,0,0,1,3,3,3
19112,2019-08-26,0,0,1,3,0,3,1,3,0,0,1,0,3,0
19111,2019-08-25,0,0,0,0,3,0,1,0,0,3,0,1,3,1
19110,2019-08-24,3,0,1,1,0,3,3,3,1,1,3,1,0,1
19109,2019-08-23,3,3,3,3,3,1,3,1,1,3,3,3,3,0
19108,2019-08-22,1,0,3,3,1,3,1,0,3,3,1,3,3,0
19107,2019-08-19,3,1,3,0,3,0,3,0,1,3,0,0,3,0
19106,2019-08-18,0,1,3,3,0,1,3,3,3,3,0,1,0,1
19105,2019-08-17,1,3,3,3,3,3,3,1,0,0,0,3,1,3
19104,2019-08-16,1,1,3,3,3,1,3,3,3,3,3,3,3,3
19103,2019-08-15,0,3,1,1,3,3,3,0,0,0,1,3,1,0
19102,2019-08-12,1,0,3,3,1,3,3,3,0,3,3,1,3,0
19101,2019-08-11,3,1,3,1,0,3,0,3,0,0,3,1,3,0
19100,2019-08-10,3,0,0,1,3,3,0,3,0,3,1,3,3,3
19099,2019-08-09,0,1,0,0,0,0,0,1,3,3,0,0,3,3
19098,2019-08-05,1,0,3,3,3,1,3,0,1,0,1,1,3,3
19097,2019-08-04,1,3,0,0,3,0,0,3,3,0,0,1,1,3
19096,2019-08-03,1,1,1,0,0,1,3,0,0,1,1,1,0,0
19095,2019-08-02,0,3,0,0,0,0,1,3,3,3,3,3,3,0
19094,2019-08-01,0,1,0,0,3,1,3,1,3,3,3,3,3,3
19093,2019-07-29,0,1,0,1,0,3,0,0,3,3,0,1,3,1
19092,2019-07-26,1,1,0,1,3,3,3,1,1,3,3,3,3,1
19091,2019-07-25,1,3,0,0,3,3,3,3,3,3,1,1,0,1
19090,2019-07-22,3,3,3,0,3,3,3,3,0,3,1,3,3,3
19089,2019-07-19,3,0,3,3,3,0,1,0,3,3,0,3,1,3
19088,2019-07-18,0,1,1,3,1,3,3,3,0,3,0,3,1,3
19087,2019-07-15,0,3,1,0,3,1,3,3,3,1,3,3,3,3
19086,2019-07-12,0,0,3,3,1,3,1,3,3,0,3,0,3,3
19085,2019-07-11,3,0,0,1,1,1,1,3,1,0,1,0,3,1
19084,2019-07-08,1,0,3,1,1,3,3,3,3,1,0,3,3,3
19083,2019-07-02,3,0,1,1,3,1,1,3,3,0,0,0,0,0
19082,2019-06-30,1,0,0,3,0,1,0,3,1,3,3,3,1,0
19081,2019-06-25,0,3,1,0,3,3,3,3,3,3,3,0,0,1
19080,2019-06-23,0,1,3,0,3,0,3,3,1,3,0,0,0,3
19079,2019-06-18,1,0,3,0,3,0,1,3,3,3,0,1,3,0
19078,2019-06-16,3,3,3,3,0,1,0,1,3,3,3,3,1,0
19077,2019-06-13,0,3,3,0,3,3,3,0,3,0,3,0,3,3
19076,2019-06-11,3,1,0,3,3,3,3,0,0,3,0,3,3,0
19075,2019-06-09,3,3,3,3,0,3,3,3,3,0,3,3,3,0
19074,2019-06-08,3,3,3,3,1,1,3,0,1,3,3,0,1,0
19073,2019-06-03,3,0,1,1,0,0,0,0,1,1,0,3,1,0
19072,2019-05-27,3,3,1,3,3,0,3,0,3,1,0,3,3,0
19071,2019-05-26,0,0,1,3,0,1,0,3,3,1,3,0,1,0
19070,2019-05-20,3,1,3,3,3,3,0,3,1,0,3,0,3,0
19069,2019-05-19,3,0,3,1,3,0,3,3,3,1,3,0,3,3
19068,2019-05-17,3,0,3,3,3,0,1,3,0,3,1,3,0,3
19067,2019-05-13,0,0,3,0,1,3,0,1,1,0,1,3,3,3
19066,2019-05-12,0,1,3,0,3,1,0,3,0,0,0,3,1,3
19065,2019-05-10,3,3,3,3,3,0,0,1,1,0,3,3,3,1
19064,2019-05-06,3,1,1,1,3,1,0,1,1,3,3,3,0,1
19063,2019-05-05,3,3,0,0,1,3,3,3,1,0,1,3,0,3
19062,2019-05-04,3,1,0,3,3,3,0,3,3,0,1,1,0,3
19061,2019-05-03,0,3,3,1,0,1,3,1,3,3,1,3,0,0
19060,2019-04-29,0,1,0,1,1,3,1,0,3,1,3,3,3,3
19059,2019-04-28,1,3,1,0,1,0,1,3,3,3,3,3,1,3
19058,2019-04-27,3,0,3,1,0,3,3,0,0,0,3,0,0,1
19057,2019-04-26,0,3,3,0,1,3,1,0,3,0,3,*,3,0
19056,2019-04-24,3,1,3,3,0,0,0,1,3,1,3,1,1,0
19055,2019-04-22,3,0,0,0,1,3,3,0,3,1,0,3,3,3
19054,2019-04-21,0,0,1,1,3,3,3,3,3,0,0,3,1,0
19053,2019-04-20,3,3,1,0,0,3,1,3,0,3,1,0,3,1
19052,2019-04-15,0,3,0,0,1,1,0,0,3,1,0,3,3,1
19051,2019-04-14,0,3,3,3,3,3,0,3,0,3,3,3,3,3
19050,2019-04-13,0,0,0,0,1,3,3,0,3,3,1,0,3,3
19049,2019-04-12,1,3,3,3,3,3,1,0,3,0,0,3,3,0
19048,2019-04-08,3,0,1,3,1,3,1,1,0,3,1,3,3,1
19047,2019-04-07,0,0,0,0,0,0,1,3,3,3,0,3,3,3
19046,2019-04-06,3,3,1,0,3,3,3,0,0,0,1,1,0,1
19045,2019-04-04,3,3,1,0,3,1,3,3,0,3,3,1,1,3
19044,2019-04-01,0,3,0,3,1,0,0,3,0,0,1,3,0,0
19043,2019-03-31,0,3,3,3,3,0,3,3,3,1,3,3,3,3
19042,2019-03-30,3,1,1,0,0,3,3,3,0,3,1,0,0,1
19041,2019-03-28,3,0,0,1,1,3,0,3,1,0,1,3,1,3
19040,2019-03-26,3,0,3,3,0,0,3,3,0,3,1,0,1,3
19039,2019-03-24,3,1,3,3,1,0,0,0,0,0,3,3,3,0
19038,2019-03-22,1,3,1,3,3,3,3,3,3,3,0,1,3,3
19037,2019-03-18,0,3,3,3,1,3,3,3,0,0,1,3,0,3
19036,2019-03-17,1,0,3,3,0,1,3,0,0,3,0,3,3,0
19035,2019-03-16,1,3,3,3,1,0,3,3,3,1,0,3,3,3
19034,2019-03-15,3,1,3,3,3,0,0,1,3,3,3,0,1,3
19033,2019-03-11,1,3,3,0,0,3,0,1,1,0,3,0,0,3
19032,2019-03-10,3,0,3,3,3,3,3,3,1,3,0,3,0,3
19031,2019-03-09,3,3,3,3,1,3,1,0,0,3,1,3,0,3
19030,2019-03-08,3,3,0,0,3,0,1,1,3,0,3,3,3,3
19029,2019-03-04,0,1,3,1,1,0,3,0,3,3,0,0,3,3
19028,2019-03-03,0,3,0,3,3,3,0,3,0,0,3,3,3,3
19027,2019-03-02,3,0,3,3,0,1,3,1,3,0,1,1,1,3
19026,2019-02-28,0,3,3,3,3,3,3,0,3,3,3,0,3,3
19025,2019-02-25,3,1,0,3,0,1,1,0,1,3,0,0,1,3
19024,2019-02-24,3,1,3,0,3,0,3,3,3,3,0,0,1,3
19023,2019-02-23,0,3,1,1,1,3,0,3,0,1,3,1,0,0
19022,2019-02-22,1,1,3,0,3,3,1,3,3,3,1,3,3,1
19021,2019-02-18,1,3,3,3,3,3,1,1,3,1,3,1,1,0
19020,2019-02-17,1,3,0,3,1,3,0,0,3,3,3,3,3,*
19019,2019-02-16,0,3,1,3,3,0,1,3,3,1,1,3,0,3
19018,2019-02-15,3,1,0,1,0,1,0,0,3,1,3,0,0,0
19017,2019-02-14,3,0,0,3,0,1,1,1,3,3,3,3,3,1
19016,2019-02-11,0,3,3,1,1,1,0,1,3,3,3,3,3,3
19015,2019-02-03,1,1,3,3,0,3,1,3,1,0,1,0,3,1
19014,2019-02-02,0,0,3,1,1,1,3,1,3,*,1,1,0,0
19013,2019-01-31,3,3,3,0,3,1,3,1,1,3,3,1,3,0
19012,2019-01-28,3,0,1,0,0,3,0,0,3,1,0,0,3,0
19011,2019-01-27,3,3,3,0,0,1,3,3,1,3,1,3,3,3
19010,2019-01-26,3,1,1,3,1,0,0,*,3,1,3,3,*,1
19009,2019-01-21,0,0,0,3,0,1,1,1,3,3,1,1,3,3
19008,2019-01-20,3,3,3,3,3,1,3,0,3,0,0,0,0,3
19007,2019-01-19,3,0,3,3,1,0,0,1,1,3,3,0,0,1
19006,2019-01-18,3,1,3,3,1,3,3,3,3,0,1,0,3,3
19005,2019-01-14,0,0,3,0,3,3,0,0,0,3,0,1,0,0
19004,2019-01-13,0,0,0,3,1,0,0,3,1,3,0,0,*,*
19003,2019-01-12,3,3,0,0,0,3,3,3,0,3,3,0,0,3
19002,2019-01-08,1,0,0,1,3,3,3,0,3,1,0,0,1,3
19001,2019-01-03,3,0,1,1,0,1,0,0,1,3,1,1,3,0
18176,2018-12-30,3,3,0,0,1,3,0,1,1,3,0,0,3,3
18175,2018-12-27,0,1,3,3,3,3,1,0,1,0,3,0,3,3
18174,2018-12-23,3,0,0,0,0,0,0,0,3,3,1,1,1,3
18173,2018-12-22,0,3,0,1,1,0,3,1,0,1,0,0,3,3
18172,2018-12-20,3,3,3,1,0,3,1,1,1,1,0,3,1,0
18171,2018-12-17,0,3,3,3,3,3,0,3,0,3,0,1,0,3
18170,2018-12-16,3,0,3,3,3,0,1,3,0,1,3,3,3,0
18169,2018-12-15,0,0,0,1,1,1,0,1,0,3,1,3,1,3
18168,2018-12-14,0,0,0,3,3,1,0,0,0,1,0,3,1,3
18167,2018-12-13,0,1,1,1,0,3,3,0,1,3,3,3,1,3
18166,2018-12-10,0,1,3,3,0,1,1,1,0,0,3,1,1,*
18165,2018-12-09,3,3,3,3,3,3,0,3,3,0,3,1,3,0
18164,2018-12-08,3,3,0,3,1,*,3,1,0,3,3,3,1,3
18163,2018-12-06,0,1,3,1,1,3,3,3,3,3,0,0,0,1
18162,2018-12-05,3,3,3,0,0,1,3,3,3,3,3,3,0,3
18161,2018-12-03,3,3,3,0,3,1,1,1,1,1,3,1,1,1
18160,2018-12-02,3,0,3,3,0,1,3,3,0,0,1,0,3,3
18159,2018-12-01,3,0,1,1,3,1,1,0,3,0,1,3,0,3
18158,2018-11-30,1,3,0,3,0,3,3,0,1,3,3,1,3,3
18157,2018-11-29,0,3,1,0,3,0,3,3,1,0,3,3,3,3
18156,2018-11-26,0,0,1,3,1,3,1,1,1,3,0,3,1,3
18155,2018-11-25,1,3,3,1,0,0,3,0,1,3,0,1,3,1
18154,2018-11-24,0,3,0,3,3,3,1,3,0,3,3,1,1,0
18153,2018-11-21,1,3,3,3,3,3,0,1,3,3,0,3,3,1
18152,2018-11-19,3,0,3,0,1,0,3,3,0,1,0,3,0,3
18151,2018-11-16,3,0,1,3,3,3,1,1,3,3,0,0,1,3
18150,2018-11-12,1,1,3,3,3,1,3,3,1,0,0,3,1,0
18149,2018-11-11,1,1,3,1,0,0,3,0,3,0,3,0,1,0
18148,2018-11-10,3,1,1,1,0,1,1,3,3,3,0,3,3,0
18147,2018-11-09,1,0,3,1,3,3,0,0,3,3,0,1,1,1
18146,2018-11-08,0,3,3,1,3,1,3,0,3,3,1,0,0,3
18145,2018-11-05,3,3,3,3,0,0,1,0,0,1,1,1,1,3
18144,2018-11-04,0,3,3,3,1,0,0,1,1,3,0,0,1,3
18143,2018-11-03,0,1,3,3,3,0,1,0,1,3,3,0,0,3
18142,2018-11-01,0,0,3,1,1,1,0,0,3,3,3,0,0,3
18141,2018-10-29,0,1,3,1,0,3,1,0,3,1,3,3,3,0
18140,2018-10-28,3,0,3,1,3,1,0,0,0,1,3,0,1,1
18139,2018-10-27,3,3,0,1,1,0,1,0,1,0,1,0,0,0
18138,2018-10-26,3,3,0,3,0,0,0,1,0,0,0,3,3,1
18137,2018-10-25,0,1,1,3,3,0,0,1,1,3,3,3,1,0
18136,2018-10-22,3,1,3,0,1,0,1,3,1,0,0,3,1,0
18135,2018-10-21,1,3,3,0,0,0,0,0,1,1,0,0,0,1
18134,2018-10-20,0,3,3,1,0,3,3,0,1,3,1,3,0,3
18133,2018-10-17,3,1,1,0,3,3,3,3,3,3,0,3,1,0
18132,2018-10-15,3,0,0,3,3,0,3,3,1,1,3,0,3,0
18131,2018-10-13,0,1,3,0,0,3,1,3,0,3,3,1,0,1
18130,2018-10-08,0,1,0,3,3,0,3,3,0,3,3,3,1,3
18129,2018-10-07,1,0,0,3,0,3,3,0,3,1,0,3,0,0
18128,2018-10-06,3,3,0,3,3,0,1,3,3,3,0,0,0,0
18127,2018-10-05,3,3,0,0,0,3,3,0,1,1,3,3,3,3
18126,2018-10-04,0,3,1,3,3,1,1,3,0,3,3,0,0,3
18125,2018-10-01,0,3,3,0,3,0,3,0,0,3,3,1,3,3
18124,2018-09-30,3,3,0,3,0,3,1,3,0,3,1,3,0,3
18123,2018-09-29,1,3,0,3,1,3,3,1,0,3,3,1,1,1
18122,2018-09-27,3,3,3,1,0,3,1,1,3,3,3,3,1,3
18121,2018-09-24,3,3,1,0,1,3,0,3,1,1,1,0,0,3
18120,2018-09-23,3,0,1,3,3,1,0,3,0,1,0,3,0,0
18119,2018-09-22,1,0,0,3,0,1,1,1,1,0,3,3,0,0
18118,2018-09-20,3,3,0,0,1,3,1,3,1,0,0,3,0,0
18117,2018-09-17,0,1,1,1,0,3,3,1,3,0,0,1,1,3
18116,2018-09-16,3,3,0,3,0,0,3,3,3,3,1,3,0,1
18115,2018-09-15,3,1,0,0,3,3,1,0,3,3,3,0,3,3
18114,2018-09-13,1,3,1,3,3,0,3,3,3,3,1,0,0,3
18113,2018-09-10,3,3,0,0,3,3,3,1,3,3,1,3,3,3
18112,2018-09-07,3,3,1,3,1,0,3,3,0,0,1,3,3,3
18111,2018-09-03,0,3,1,0,3,1,0,3,3,3,3,3,3,3
18110,2018-09-02,1,3,0,1,0,3,0,0,1,3,1,0,0,0
18109,2018-09-01,1,3,1,3,1,0,3,3,0,3,3,3,0,3
18108,2018-08-31,3,1,0,3,3,3,3,3,0,0,1,1,3,3
18107,2018-08-30,3,0,1,1,0,0,3,1,*,3,3,3,3,0
18106,2018-08-27,3,0,3,3,3,3,1,1,3,1,3,3,1,0
18105,2018-08-26,1,3,1,0,3,0,0,3,1,3,3,1,3,0
18104,2018-08-25,3,3,3,3,1,3,1,0,0,1,3,3,3,3
18103,2018-08-24,3,3,1,3,1,1,3,1,1,3,0,3,3,3
18102,2018-08-23,1,1,3,0,3,0,0,1,1,3,1,3,3,0
18101,2018-08-20,3,3,0,0,*,0,3,*,3,1,0,0,3,3
18100,2018-08-19,3,3,3,0,3,0,0,1,0,3,1,3,0,3
18099,2018-08-18,1,0,3,1,3,1,3,1,3,3,3,1,0,3
18098,2018-08-17,0,3,3,3,1,3,3,3,1,1,3,3,3,3
18097,2018-08-16,0,1,1,3,1,1,3,3,1,1,0,3,1,1
18096,2018-08-13,3,1,0,0,3,3,0,3,3,1,3,1,1,3
18095,2018-08-12,0,3,0,0,3,1,3,0,0,3,0,0,3,0
18094,2018-08-11,3,1,3,3,3,0,3,0,1,0,1,0,0,0
18093,2018-08-10,0,0,3,3,3,3,0,0,3,0,0,1,0,0
18092,2018-08-09,1,3,0,0,1,1,1,1,3,3,3,1,1,3
18091,2018-08-06,3,3,1,1,0,3,0,1,1,0,3,1,1,1
18090,2018-08-05,3,3,3,1,3,1,1,1,3,3,0,3,3,1
18089,2018-08-03,1,3,1,0,0,1,1,3,0,1,3,1,0,1
18088,2018-08-02,3,3,0,1,0,1,0,3,1,0,1,0,3,0
18087,2018-07-30,1,1,0,0,1,3,3,0,3,3,1,1,0,3
18086,2018-07-27,3,1,0,0,1,1,1,3,3,3,3,3,3,3
18085,2018-07-23,3,0,0,3,0,3,3,3,3,3,3,3,3,0
18084,2018-07-20,3,3,0,0,3,3,0,3,1,1,3,0,3,1
18083,2018-07-19,3,3,0,3,3,3,1,1,3,3,3,3,1,3
18082,2018-07-16,3,3,3,3,0,0,3,1,0,1,3,0,3,0
18081,2018-07-13,0,0,0,0,0,0,0,3,0,0,0,0,3,0
18080,2018-07-12,3,1,3,0,1,0,3,0,3,3,1,1,0,3
18079,2018-07-08,0,0,0,1,*,3,0,0,1,1,0,3,3,0
18078,2018-07-04,3,1,3,1,3,3,3,1,3,0,0,3,3,1
18077,2018-06-29,0,1,1,0,1,0,0,0,3,0,1,0,0,0
18076,2018-06-25,3,0,1,3,0,3,3,0,3,0,3,3,1,0
18075,2018-06-20,0,1,3,1,0,3,0,0,1,3,3,0,0,0
18074,2018-06-11,3,1,1,3,0,1,1,3,0,1,1,3,3,0
18073,2018-06-04,3,3,1,3,3,1,1,1,0,3,0,3,3,3
18072,2018-05-31,1,3,3,3,1,3,3,3,3,3,0,3,3,3
18071,2018-05-28,1,3,0,3,3,3,0,3,0,1,3,3,0,1
18070,2018-05-27,1,1,3,3,0,3,3,1,3,3,0,3,3,0
18069,2018-05-21,3,3,3,3,3,3,0,0,0,1,3,3,3,3
18068,2018-05-20,0,3,0,1,3,3,0,0,3,1,3,3,3,1
18067,2018-05-14,0,3,0,3,3,3,0,0,3,3,1,1,1,0
18066,2018-05-13,3,0,3,0,3,0,3,3,3,0,0,0,1,3
18065,2018-05-12,1,3,3,3,1,3,3,3,1,3,0,3,3,1
18064,2018-05-07,3,3,3,0,3,1,1,3,0,0,0,1,3,0
18063,2018-05-06,3,0,3,3,1,0,0,3,3,0,3,3,3,1
18062,2018-05-04,3,3,3,0,3,0,1,0,0,3,3,3,0,3
18061,2018-05-01,0,3,3,3,1,0,0,3,3,0,0,1,0,3
18060,2018-04-29,1,3,0,0,3,0,3,1,1,3,0,0,3,3
18059,2018-04-28,3,3,3,3,0,3,3,3,0,0,0,3,1,3
18058,2018-04-26,3,0,3,3,3,0,3,3,1,3,1,3,1,0
18057,2018-04-23,3,3,1,0,3,3,0,0,3,0,1,3,3,0
18056,2018-04-22,1,0,3,0,0,3,3,3,0,1,3,1,3,3
18055,2018-04-21,3,1,1,1,1,3,1,3,0,1,3,1,3,0
18054,2018-04-19,0,0,0,3,1,1,0,1,3,3,0,1,0,1
18053,2018-04-18,0,1,0,3,3,1,0,0,1,3,1,1,3,3
18052,2018-04-16,0,3,1,3,1,1,3,1,3,3,0,0,0,3
18051,2018-04-15,3,3,3,1,3,0,1,3,1,3,3,0,3,1
18050,2018-04-14,1,0,3,0,3,3,0,1,0,0,3,1,1,0
18049,2018-04-12,3,0,1,0,3,3,3,3,0,3,3,3,0,3
18048,2018-04-09,3,1,3,1,3,3,3,0,1,1,3,3,1,0
18047,2018-04-08,1,1,0,0,0,1,0,0,0,3,1,3,1,0
18046,2018-04-07,0,3,0,1,3,1,3,1,1,3,3,0,3,0
18045,2018-04-05,0,1,0,0,0,3,3,0,3,0,3,1,3,1
18044,2018-04-02,0,3,1,3,0,3,1,3,0,0,3,0,1,0
18043,2018-04-01,0,3,3,1,0,3,0,3,0,1,3,1,1,3
18042,2018-03-31,0,3,3,0,0,3,3,0,3,1,3,1,3,1
18041,2018-03-26,1,3,3,3,0,0,3,1,1,1,1,0,0,3
18040,2018-03-24,0,0,3,3,0,1,0,3,3,0,3,0,0,1
18039,2018-03-19,1,3,3,0,3,0,0,0,1,3,3,1,3,3
18038,2018-03-18,3,0,0,3,1,3,0,0,0,0,1,3,0,3
18037,2018-03-17,0,3,3,3,3,0,0,3,3,1,3,3,0,0
18036,2018-03-16,0,3,3,0,0,3,3,0,0,1,3,1,0,0
18035,2018-03-12,0,1,3,0,1,3,3,1,0,1,3,0,3,3
18034,2018-03-11,3,1,3,0,0,3,3,0,1,3,3,0,0,0
18033,2018-03-10,0,3,3,3,3,0,3,3,0,3,0,3,*,0
18032,2018-03-09,1,1,1,0,0,0,0,3,0,0,3,3,3,1
18031,2018-03-05,3,0,0,*,*,*,*,*,*,3,3,3,1,1
18030,2018-03-04,1,3,1,3,3,3,3,0,3,1,0,1,0,0
18029,2018-03-03,1,3,0,3,3,1,3,3,*,3,0,0,0,0
18028,2018-03-02,0,3,3,1,3,3,1,3,0,3,3,1,1,3
18027,2018-02-26,3,0,0,3,3,0,3,*,0,3,3,0,1,3
18026,2018-02-25,1,3,1,3,0,3,1,0,1,3,3,3,3,3
18025,2018-02-24,1,0,3,1,1,3,1,3,0,3,0,1,3,1
18024,2018-02-23,3,3,0,3,3,0,1,3,3,0,1,0,3,3
18023,2018-02-22,0,3,0,0,3,0,0,1,3,0,3,1,0,3
18022,2018-02-22,0,1,1,0,1,1,0,0,0,1,3,1,3,3
18021,2018-02-12,3,0,3,3,0,3,3,3,3,3,1,1,1,0
18020,2018-02-11,3,1,3,3,3,0,3,3,3,3,3,0,1,3
18019,2018-02-10,3,3,3,0,1,1,3,3,0,3,3,3,0,0
18018,2018-02-08,1,3,3,0,1,3,3,0,0,0,3,1,3,0
18017,2018-02-05,1,1,3,1,3,3,1,0,3,0,1,3,3,3
18016,2018-02-04,3,3,1,3,0,3,0,0,1,1,1,0,1,1
18015,2018-02-03,0,3,3,3,3,0,3,1,0,0,3,0,0,3
18014,2018-02-01,3,1,0,0,3,1,1,3,1,3,0,0,0,1
18013,2018-01-29,3,0,3,0,1,0,3,0,3,3,1,3,3,1
18012,2018-01-28,1,1,3,1,0,1,0,1,3,3,0,3,3,3
18011,2018-01-27,3,0,3,1,3,1,0,1,0,1,0,1,0,3
18010,2018-01-25,0,1,1,1,*,3,1,3,3,1,3,3,0,3
18009,2018-01-22,1,3,1,0,3,1,3,3,1,0,1,0,3,0
18008,2018-01-21,3,0,1,3,3,1,3,3,3,3,0,0,0,1
18007,2018-01-20,1,1,0,0,1,3,1,3,0,1,0,0,3,3
18006,2018-01-18,3,1,0,0,3,1,3,0,3,1,3,1,0,3
18005,2018-01-16,3,3,3,3,1,3,1,3,0,3,1,0,*,3
18004,2018-01-14,1,3,0,1,1,3,3,1,3,3,3,1,3,0
18003,2018-01-13,0,3,1,1,0,3,0,1,0,0,0,0,3,0
18002,2018-01-08,3,3,3,3,0,0,0,3,0,0,3,3,1,1
18001,2018-01-03,0,3,0,0,0,0,3,3,1,1,3,0,3,3
17195,2017-12-31,3,3,1,3,1,0,1,1,0,3,0,1,3,1
17194,2017-12-27,1,3,1,1,3,1,3,1,0,3,0,0,1,1
